id,version,employeeId,yearMonth,workDays,overtimeHours
A_E0032_01_2027,1,E0032,2027-01,23,6.6
A_E0033_01_2026,1,E0033,2026-01,25,8.0
A_E0033_01_2027,1,E0033,2027-01,25,8.0
A_E0034_01_2026,1,E0034,2026-01,23,3.2
A_E0034_01_2027,1,E0034,2027-01,23,3.2
A_E0035_01_2026,1,E0035,2026-01,25,9.7
A_E0035_01_2027,1,E0035,2027-01,25,9.7
A_E0036_01_2026,1,E0036,2026-01,25,1.4
A_E0036_01_2027,1,E0036,2027-01,25,1.4
A_E0037_01_2026,1,E0037,2026-01,24,3.4
A_E0037_01_2027,1,E0037,2027-01,24,3.4
A_E0038_01_2026,1,E0038,2026-01,20,6.5
A_E0038_01_2027,1,E0038,2027-01,20,6.5
A_E0039_01_2026,1,E0039,2026-01,25,7.4
A_E0039_01_2027,1,E0039,2027-01,25,7.4
A_E0040_01_2026,1,E0040,2026-01,26,8.6
A_E0040_01_2027,1,E0040,2027-01,26,8.6
A_E0041_01_2026,1,E0041,2026-01,26,2.1
A_E0041_01_2027,1,E0041,2027-01,26,2.1
A_E0042_01_2026,1,E0042,2026-01,25,1.1
A_E0042_01_2027,1,E0042,2027-01,25,1.1
A_E0043_01_2026,1,E0043,2026-01,25,4.4
A_E0043_01_2027,1,E0043,2027-01,25,4.4
A_E0044_01_2026,1,E0044,2026-01,26,3.1
A_E0044_01_2027,1,E0044,2027-01,26,3.1
A_E0045_01_2026,1,E0045,2026-01,20,7.5
A_E0045_01_2027,1,E0045,2027-01,20,7.5
A_E0046_01_2026,1,E0046,2026-01,25,4.5
A_E0046_01_2027,1,E0046,2027-01,25,4.5
A_E0047_01_2026,1,E0047,2026-01,23,3.1
A_E0047_01_2027,1,E0047,2027-01,23,3.1
A_E0048_01_2026,1,E0048,2026-01,21,4.8
A_E0048_01_2027,1,E0048,2027-01,21,4.8
A_E0049_01_2026,1,E0049,2026-01,26,8.2
A_E0049_01_2027,1,E0049,2027-01,26,8.2
A_E0050_01_2026,1,E0050,2026-01,24,9.3
A_E0050_01_2027,1,E0050,2027-01,24,9.3
A_E0051_01_2026,1,E0051,2026-01,24,2.0
A_E0051_01_2027,1,E0051,2027-01,24,2.0
A_E0052_01_2026,1,E0052,2026-01,22,9.9
A_E0052_01_2027,1,E0052,2027-01,22,9.9
A_E0053_01_2026,1,E0053,2026-01,26,4.2
A_E0053_01_2027,1,E0053,2027-01,26,4.2
A_E0054_01_2026,1,E0054,2026-01,26,3.9
A_E0054_01_2027,1,E0054,2027-01,26,3.9
A_E0055_01_2026,1,E0055,2026-01,26,5.1
A_E0055_01_2027,1,E0055,2027-01,26,5.1
A_E0056_01_2026,1,E0056,2026-01,24,9.7
A_E0056_01_2027,1,E0056,2027-01,24,9.7
A_E0057_01_2026,1,E0057,2026-01,21,2.1
A_E0057_01_2027,1,E0057,2027-01,21,2.1
A_E0058_01_2026,1,E0058,2026-01,25,1.0
A_E0058_01_2027,1,E0058,2027-01,25,1.0
A_E0059_01_2026,1,E0059,2026-01,21,5.9
A_E0059_01_2027,1,E0059,2027-01,21,5.9
A_E0060_01_2026,1,E0060,2026-01,22,10.0
A_E0060_01_2027,1,E0060,2027-01,22,10.0
A_E0061_01_2026,1,E0061,2026-01,24,2.4
A_E0061_01_2027,1,E0061,2027-01,24,2.4
A_E0062_01_2026,1,E0062,2026-01,22,4.8
A_E0062_01_2027,1,E0062,2027-01,22,4.8
A_E0063_01_2026,1,E0063,2026-01,23,3.7
A_E0063_01_2027,1,E0063,2027-01,23,3.7
A_E0064_01_2026,1,E0064,2026-01,20,5.2
A_E0064_01_2027,1,E0064,2027-01,20,5.2
A_E0065_01_2026,1,E0065,2026-01,24,0.9
A_E0065_01_2027,1,E0065,2027-01,24,0.9
A_E0066_01_2026,1,E0066,2026-01,20,1.4
A_E0066_01_2027,1,E0066,2027-01,20,1.4
A_E0067_01_2026,1,E0067,2026-01,22,7.5
A_E0067_01_2027,1,E0067,2027-01,22,7.5
A_E0068_01_2026,1,E0068,2026-01,24,1.0
A_E0068_01_2027,1,E0068,2027-01,24,1.0
A_E0069_01_2026,1,E0069,2026-01,21,7.6
A_E0069_01_2027,1,E0069,2027-01,21,7.6
A_E0070_01_2026,1,E0070,2026-01,24,5.1
A_E0070_01_2027,1,E0070,2027-01,24,5.1
A_E0071_01_2026,1,E0071,2026-01,22,10.7
A_E0071_01_2027,1,E0071,2027-01,22,10.7
A_E0072_01_2026,1,E0072,2026-01,22,9.7
A_E0072_01_2027,1,E0072,2027-01,22,9.7
A_E0073_01_2026,1,E0073,2026-01,26,9.3
A_E0073_01_2027,1,E0073,2027-01,26,9.3
A_E0074_01_2026,1,E0074,2026-01,24,1.5
A_E0074_01_2027,1,E0074,2027-01,24,1.5
A_E0075_01_2026,1,E0075,2026-01,23,4.3
A_E0075_01_2027,1,E0075,2027-01,23,4.3
A_E0076_01_2026,1,E0076,2026-01,24,6.5
A_E0076_01_2027,1,E0076,2027-01,24,6.5
A_E0077_01_2026,1,E0077,2026-01,26,9.1
A_E0077_01_2027,1,E0077,2027-01,26,9.1
A_E0078_01_2026,1,E0078,2026-01,26,9.5
A_E0078_01_2027,1,E0078,2027-01,26,9.5
A_E0079_01_2026,1,E0079,2026-01,20,2.8
A_E0079_01_2027,1,E0079,2027-01,20,2.8
A_E0080_01_2026,1,E0080,2026-01,25,9.3
A_E0080_01_2027,1,E0080,2027-01,25,9.3
A_E0081_01_2026,1,E0081,2026-01,25,3.0
A_E0081_01_2027,1,E0081,2027-01,25,3.0
A_E0082_01_2026,1,E0082,2026-01,22,5.1
A_E0082_01_2027,1,E0082,2027-01,22,5.1
A_E0083_01_2026,1,E0083,2026-01,20,2.2
A_E0083_01_2027,1,E0083,2027-01,20,2.2
A_E0084_01_2026,1,E0084,2026-01,21,6.1
A_E0084_01_2027,1,E0084,2027-01,21,6.1
A_E0085_01_2026,1,E0085,2026-01,22,4.7
A_E0085_01_2027,1,E0085,2027-01,22,4.7
A_E0086_01_2026,1,E0086,2026-01,24,1.0
A_E0086_01_2027,1,E0086,2027-01,24,1.0
A_E0087_01_2026,1,E0087,2026-01,20,6.9
A_E0087_01_2027,1,E0087,2027-01,20,6.9
A_E0088_01_2026,1,E0088,2026-01,23,3.6
A_E0088_01_2027,1,E0088,2027-01,23,3.6
A_E0089_01_2026,1,E0089,2026-01,22,5.8
A_E0089_01_2027,1,E0089,2027-01,22,5.8
A_E0090_01_2026,1,E0090,2026-01,20,6.5
A_E0090_01_2027,1,E0090,2027-01,20,6.5
A_E0091_01_2026,1,E0091,2026-01,22,9.0
A_E0091_01_2027,1,E0091,2027-01,22,9.0
A_E0092_01_2026,1,E0092,2026-01,20,8.6
A_E0092_01_2027,1,E0092,2027-01,20,8.6
A_E0093_01_2026,1,E0093,2026-01,22,3.1
A_E0093_01_2027,1,E0093,2027-01,22,3.1
A_E0094_01_2026,1,E0094,2026-01,22,8.5
A_E0094_01_2027,1,E0094,2027-01,22,8.5
A_E0095_01_2026,1,E0095,2026-01,23,6.0
A_E0095_01_2027,1,E0095,2027-01,23,6.0
A_E0096_01_2026,1,E0096,2026-01,22,10.7
A_E0096_01_2027,1,E0096,2027-01,22,10.7
A_E0097_01_2026,1,E0097,2026-01,24,6.0
A_E0097_01_2027,1,E0097,2027-01,24,6.0
A_E0098_01_2026,1,E0098,2026-01,26,3.6
A_E0098_01_2027,1,E0098,2027-01,26,3.6
A_E0099_01_2026,1,E0099,2026-01,20,5.6
A_E0099_01_2027,1,E0099,2027-01,20,5.6
A_E0100_01_2026,1,E0100,2026-01,21,9.9
A_E0100_01_2027,1,E0100,2027-01,21,9.9
A_E0101_01_2026,1,E0101,2026-01,26,6.0
A_E0101_01_2027,1,E0101,2027-01,26,6.0
A_E0102_01_2026,1,E0102,2026-01,22,5.5
A_E0102_01_2027,1,E0102,2027-01,22,5.5
A_E0103_01_2026,1,E0103,2026-01,26,3.9
A_E0103_01_2027,1,E0103,2027-01,26,3.9
A_E0104_01_2026,1,E0104,2026-01,23,2.6
A_E0104_01_2027,1,E0104,2027-01,23,2.6
A_E0105_01_2026,1,E0105,2026-01,24,3.9
A_E0105_01_2027,1,E0105,2027-01,24,3.9
A_E0106_01_2026,1,E0106,2026-01,22,7.2
A_E0106_01_2027,1,E0106,2027-01,22,7.2
A_E0107_01_2026,1,E0107,2026-01,20,2.9
A_E0107_01_2027,1,E0107,2027-01,20,2.9
A_E0108_01_2026,1,E0108,2026-01,22,2.6
A_E0108_01_2027,1,E0108,2027-01,22,2.6
A_E0109_01_2026,1,E0109,2026-01,25,6.4
A_E0109_01_2027,1,E0109,2027-01,25,6.4
A_E0110_01_2026,1,E0110,2026-01,26,8.0
A_E0110_01_2027,1,E0110,2027-01,26,8.0
A_E0111_01_2026,1,E0111,2026-01,24,3.3
A_E0111_01_2027,1,E0111,2027-01,24,3.3
A_E0112_01_2026,1,E0112,2026-01,22,8.6
A_E0112_01_2027,1,E0112,2027-01,22,8.6
A_E0113_01_2026,1,E0113,2026-01,20,6.4
A_E0113_01_2027,1,E0113,2027-01,20,6.4
A_E0114_01_2026,1,E0114,2026-01,25,0.5
A_E0114_01_2027,1,E0114,2027-01,25,0.5
A_E0115_01_2026,1,E0115,2026-01,23,5.1
A_E0115_01_2027,1,E0115,2027-01,23,5.1
A_E0116_01_2026,1,E0116,2026-01,26,1.5
A_E0116_01_2027,1,E0116,2027-01,26,1.5
A_E0117_01_2026,1,E0117,2026-01,21,2.1
A_E0117_01_2027,1,E0117,2027-01,21,2.1
A_E0118_01_2026,1,E0118,2026-01,24,9.5
A_E0118_01_2027,1,E0118,2027-01,24,9.5
A_E0119_01_2026,1,E0119,2026-01,25,6.0
A_E0119_01_2027,1,E0119,2027-01,25,6.0
A_E0120_01_2026,1,E0120,2026-01,22,7.4
A_E0120_01_2027,1,E0120,2027-01,22,7.4
A_E0121_01_2026,1,E0121,2026-01,21,10.7
A_E0121_01_2027,1,E0121,2027-01,21,10.7
A_E0122_01_2026,1,E0122,2026-01,26,5.7
A_E0122_01_2027,1,E0122,2027-01,26,5.7
A_E0123_01_2026,1,E0123,2026-01,21,4.0
A_E0123_01_2027,1,E0123,2027-01,21,4.0
A_E0124_01_2026,1,E0124,2026-01,23,5.8
A_E0124_01_2027,1,E0124,2027-01,23,5.8
A_E0125_01_2026,1,E0125,2026-01,25,9.1
A_E0125_01_2027,1,E0125,2027-01,25,9.1
A_E0126_01_2026,1,E0126,2026-01,22,4.0
A_E0126_01_2027,1,E0126,2027-01,22,4.0
A_E0127_01_2026,1,E0127,2026-01,24,7.4
A_E0127_01_2027,1,E0127,2027-01,24,7.4
A_E0128_01_2026,1,E0128,2026-01,24,4.1
A_E0128_01_2027,1,E0128,2027-01,24,4.1
A_E0129_01_2026,1,E0129,2026-01,26,2.5
A_E0129_01_2027,1,E0129,2027-01,26,2.5
A_E0130_01_2026,1,E0130,2026-01,20,4.2
A_E0130_01_2027,1,E0130,2027-01,20,4.2
A_E0131_01_2026,1,E0131,2026-01,23,6.9
A_E0131_01_2027,1,E0131,2027-01,23,6.9
A_E0132_01_2026,1,E0132,2026-01,26,3.0
A_E0132_01_2027,1,E0132,2027-01,26,3.0
A_E0133_01_2026,1,E0133,2026-01,23,5.0
A_E0133_01_2027,1,E0133,2027-01,23,5.0
A_E0134_01_2026,1,E0134,2026-01,21,2.1
A_E0134_01_2027,1,E0134,2027-01,21,2.1
A_E0135_01_2026,1,E0135,2026-01,26,2.6
A_E0135_01_2027,1,E0135,2027-01,26,2.6
A_E0136_01_2026,1,E0136,2026-01,22,2.8
A_E0136_01_2027,1,E0136,2027-01,22,2.8
A_E0137_01_2026,1,E0137,2026-01,26,3.1
A_E0137_01_2027,1,E0137,2027-01,26,3.1
A_E0138_01_2026,1,E0138,2026-01,22,8.4
A_E0138_01_2027,1,E0138,2027-01,22,8.4
A_E0139_01_2026,1,E0139,2026-01,21,3.0
A_E0139_01_2027,1,E0139,2027-01,21,3.0
A_E0140_01_2026,1,E0140,2026-01,24,0.4
A_E0140_01_2027,1,E0140,2027-01,24,0.4
A_E0141_01_2026,1,E0141,2026-01,26,6.3
A_E0141_01_2027,1,E0141,2027-01,26,6.3
A_E0142_01_2026,1,E0142,2026-01,20,5.3
A_E0142_01_2027,1,E0142,2027-01,20,5.3
A_E0143_01_2026,1,E0143,2026-01,22,6.9
A_E0143_01_2027,1,E0143,2027-01,22,6.9
A_E0144_01_2026,1,E0144,2026-01,20,2.5
A_E0144_01_2027,1,E0144,2027-01,20,2.5
A_E0145_01_2026,1,E0145,2026-01,24,9.7
A_E0145_01_2027,1,E0145,2027-01,24,9.7
A_E0146_01_2026,1,E0146,2026-01,21,1.4
A_E0146_01_2027,1,E0146,2027-01,21,1.4
A_E0147_01_2026,1,E0147,2026-01,21,1.3
A_E0147_01_2027,1,E0147,2027-01,21,1.3
A_E0148_01_2026,1,E0148,2026-01,25,1.0
A_E0148_01_2027,1,E0148,2027-01,25,1.0
A_E0149_01_2026,1,E0149,2026-01,26,6.4
A_E0149_01_2027,1,E0149,2027-01,26,6.4
A_E0150_01_2026,1,E0150,2026-01,26,10.7
A_E0150_01_2027,1,E0150,2027-01,26,10.7
A_E0151_01_2026,1,E0151,2026-01,21,6.8
A_E0151_01_2027,1,E0151,2027-01,21,6.8
A_E0152_01_2026,1,E0152,2026-01,26,9.1
A_E0152_01_2027,1,E0152,2027-01,26,9.1
A_E0153_01_2026,1,E0153,2026-01,25,3.7
A_E0153_01_2027,1,E0153,2027-01,25,3.7
A_E0154_01_2026,1,E0154,2026-01,21,10.2
A_E0154_01_2027,1,E0154,2027-01,21,10.2
A_E0155_01_2026,1,E0155,2026-01,24,1.5
A_E0155_01_2027,1,E0155,2027-01,24,1.5
A_E0156_01_2026,1,E0156,2026-01,20,2.1
A_E0156_01_2027,1,E0156,2027-01,20,2.1
A_E0157_01_2026,1,E0157,2026-01,20,2.8
A_E0157_01_2027,1,E0157,2027-01,20,2.8
A_E0158_01_2026,1,E0158,2026-01,22,8.9
A_E0158_01_2027,1,E0158,2027-01,22,8.9
A_E0159_01_2026,1,E0159,2026-01,24,7.8
A_E0159_01_2027,1,E0159,2027-01,24,7.8
A_E0160_01_2026,1,E0160,2026-01,23,5.6
A_E0160_01_2027,1,E0160,2027-01,23,5.6
A_E0161_01_2026,1,E0161,2026-01,25,3.3
A_E0161_01_2027,1,E0161,2027-01,25,3.3
A_E0162_01_2026,1,E0162,2026-01,24,9.0
A_E0162_01_2027,1,E0162,2027-01,24,9.0
A_E0163_01_2026,1,E0163,2026-01,25,4.1
A_E0163_01_2027,1,E0163,2027-01,25,4.1
A_E0164_01_2026,1,E0164,2026-01,24,8.9
A_E0164_01_2027,1,E0164,2027-01,24,8.9
A_E0165_01_2026,1,E0165,2026-01,23,0.1
A_E0165_01_2027,1,E0165,2027-01,23,0.1
A_E0166_01_2026,1,E0166,2026-01,21,8.6
A_E0166_01_2027,1,E0166,2027-01,21,8.6
A_E0167_01_2026,1,E0167,2026-01,22,5.3
A_E0167_01_2027,1,E0167,2027-01,22,5.3
A_E0168_01_2026,1,E0168,2026-01,25,7.2
A_E0168_01_2027,1,E0168,2027-01,25,7.2
A_E0169_01_2026,1,E0169,2026-01,21,1.6
A_E0169_01_2027,1,E0169,2027-01,21,1.6
A_E0170_01_2026,1,E0170,2026-01,25,5.5
A_E0170_01_2027,1,E0170,2027-01,25,5.5
A_E0171_01_2026,1,E0171,2026-01,22,8.6
A_E0171_01_2027,1,E0171,2027-01,22,8.6
A_E0172_01_2026,1,E0172,2026-01,21,2.7
A_E0172_01_2027,1,E0172,2027-01,21,2.7
A_E0173_01_2026,1,E0173,2026-01,21,9.2
A_E0173_01_2027,1,E0173,2027-01,21,9.2
A_E0174_01_2026,1,E0174,2026-01,26,7.5
A_E0174_01_2027,1,E0174,2027-01,26,7.5
A_E0175_01_2026,1,E0175,2026-01,20,6.1
A_E0175_01_2027,1,E0175,2027-01,20,6.1
A_E0176_01_2026,1,E0176,2026-01,26,3.1
A_E0176_01_2027,1,E0176,2027-01,26,3.1
A_E0177_01_2026,1,E0177,2026-01,26,6.1
A_E0177_01_2027,1,E0177,2027-01,26,6.1
A_E0178_01_2026,1,E0178,2026-01,22,2.0
A_E0178_01_2027,1,E0178,2027-01,22,2.0
A_E0179_01_2026,1,E0179,2026-01,21,4.1
A_E0179_01_2027,1,E0179,2027-01,21,4.1
A_E0180_01_2026,1,E0180,2026-01,21,7.6
A_E0180_01_2027,1,E0180,2027-01,21,7.6
A_E0181_01_2026,1,E0181,2026-01,20,5.7
A_E0181_01_2027,1,E0181,2027-01,20,5.7
A_E0182_01_2026,1,E0182,2026-01,22,6.2
A_E0182_01_2027,1,E0182,2027-01,22,6.2
A_E0183_01_2026,1,E0183,2026-01,24,0.1
A_E0183_01_2027,1,E0183,2027-01,24,0.1
A_E0184_01_2026,1,E0184,2026-01,25,2.6
A_E0184_01_2027,1,E0184,2027-01,25,2.6
A_E0185_01_2026,1,E0185,2026-01,24,2.2
A_E0185_01_2027,1,E0185,2027-01,24,2.2
A_E0186_01_2026,1,E0186,2026-01,24,7.1
A_E0186_01_2027,1,E0186,2027-01,24,7.1
A_E0187_01_2026,1,E0187,2026-01,24,3.2
A_E0187_01_2027,1,E0187,2027-01,24,3.2
A_E0188_01_2026,1,E0188,2026-01,22,5.8
A_E0188_01_2027,1,E0188,2027-01,22,5.8
A_E0189_01_2026,1,E0189,2026-01,23,0.2
A_E0189_01_2027,1,E0189,2027-01,23,0.2
A_E0190_01_2026,1,E0190,2026-01,26,1.2
A_E0190_01_2027,1,E0190,2027-01,26,1.2
A_E0191_01_2026,1,E0191,2026-01,25,1.8
A_E0191_01_2027,1,E0191,2027-01,25,1.8
A_E0192_01_2026,1,E0192,2026-01,26,9.0
A_E0192_01_2027,1,E0192,2027-01,26,9.0
A_E0193_01_2026,1,E0193,2026-01,21,8.1
A_E0193_01_2027,1,E0193,2027-01,21,8.1
A_E0194_01_2026,1,E0194,2026-01,23,5.8
A_E0194_01_2027,1,E0194,2027-01,23,5.8
A_E0195_01_2026,1,E0195,2026-01,25,7.2
A_E0195_01_2027,1,E0195,2027-01,25,7.2
A_E0196_01_2026,1,E0196,2026-01,21,1.7
A_E0196_01_2027,1,E0196,2027-01,21,1.7
A_E0197_01_2026,1,E0197,2026-01,24,3.7
A_E0197_01_2027,1,E0197,2027-01,24,3.7
A_E0198_01_2026,1,E0198,2026-01,21,1.5
A_E0198_01_2027,1,E0198,2027-01,21,1.5
A_E0199_01_2026,1,E0199,2026-01,24,6.6
A_E0199_01_2027,1,E0199,2027-01,24,6.6
A_E0200_01_2026,1,E0200,2026-01,26,6.4
A_E0200_01_2027,1,E0200,2027-01,26,6.4
A_E0201_01_2026,1,E0201,2026-01,24,9.1
A_E0201_01_2027,1,E0201,2027-01,24,9.1
A_E0202_01_2026,1,E0202,2026-01,24,9.2
A_E0202_01_2027,1,E0202,2027-01,24,9.2
A_E0203_01_2026,1,E0203,2026-01,22,4.5
A_E0203_01_2027,1,E0203,2027-01,22,4.5
A_E0204_01_2026,1,E0204,2026-01,20,7.9
A_E0204_01_2027,1,E0204,2027-01,20,7.9
A_E0205_01_2026,1,E0205,2026-01,21,6.2
A_E0205_01_2027,1,E0205,2027-01,21,6.2
A_E0206_01_2026,1,E0206,2026-01,24,3.2
A_E0206_01_2027,1,E0206,2027-01,24,3.2
A_E0207_01_2026,1,E0207,2026-01,26,8.5
A_E0207_01_2027,1,E0207,2027-01,26,8.5
A_E0208_01_2026,1,E0208,2026-01,23,2.7
A_E0208_01_2027,1,E0208,2027-01,23,2.7
A_E0209_01_2026,1,E0209,2026-01,24,5.9
A_E0209_01_2027,1,E0209,2027-01,24,5.9
A_E0210_01_2026,1,E0210,2026-01,24,3.5
A_E0210_01_2027,1,E0210,2027-01,24,3.5
A_E0211_01_2026,1,E0211,2026-01,22,7.9
A_E0211_01_2027,1,E0211,2027-01,22,7.9
A_E0212_01_2026,1,E0212,2026-01,22,8.9
A_E0212_01_2027,1,E0212,2027-01,22,8.9
A_E0213_01_2026,1,E0213,2026-01,20,7.6
A_E0213_01_2027,1,E0213,2027-01,20,7.6
A_E0214_01_2026,1,E0214,2026-01,22,3.2
A_E0214_01_2027,1,E0214,2027-01,22,3.2
A_E0215_01_2026,1,E0215,2026-01,21,4.9
A_E0215_01_2027,1,E0215,2027-01,21,4.9
A_E0216_01_2026,1,E0216,2026-01,20,1.6
A_E0216_01_2027,1,E0216,2027-01,20,1.6
A_E0217_01_2026,1,E0217,2026-01,26,10.1
A_E0217_01_2027,1,E0217,2027-01,26,10.1
A_E0218_01_2026,1,E0218,2026-01,20,1.4
A_E0218_01_2027,1,E0218,2027-01,20,1.4
A_E0219_01_2026,1,E0219,2026-01,24,9.5
A_E0219_01_2027,1,E0219,2027-01,24,9.5
A_E0220_01_2026,1,E0220,2026-01,25,1.4
A_E0220_01_2027,1,E0220,2027-01,25,1.4
A_E0221_01_2026,1,E0221,2026-01,23,5.2
A_E0221_01_2027,1,E0221,2027-01,23,5.2
A_E0222_01_2026,1,E0222,2026-01,22,4.2
A_E0222_01_2027,1,E0222,2027-01,22,4.2
A_E0223_01_2026,1,E0223,2026-01,20,3.8
A_E0223_01_2027,1,E0223,2027-01,20,3.8
A_E0224_01_2026,1,E0224,2026-01,24,0.6
A_E0224_01_2027,1,E0224,2027-01,24,0.6
A_E0225_01_2026,1,E0225,2026-01,21,7.5
A_E0225_01_2027,1,E0225,2027-01,21,7.5
A_E0226_01_2026,1,E0226,2026-01,26,11.0
A_E0226_01_2027,1,E0226,2027-01,26,11.0
A_E0227_01_2026,1,E0227,2026-01,21,6.5
A_E0227_01_2027,1,E0227,2027-01,21,6.5
A_E0228_01_2026,1,E0228,2026-01,25,4.1
A_E0228_01_2027,1,E0228,2027-01,25,4.1
A_E0229_01_2026,1,E0229,2026-01,24,2.5
A_E0229_01_2027,1,E0229,2027-01,24,2.5
A_E0230_01_2026,1,E0230,2026-01,22,1.5
A_E0230_01_2027,1,E0230,2027-01,22,1.5
A_E0231_01_2026,1,E0231,2026-01,22,6.3
A_E0231_01_2027,1,E0231,2027-01,22,6.3
A_E0232_01_2026,1,E0232,2026-01,24,5.9
A_E0232_01_2027,1,E0232,2027-01,24,5.9
A_E0233_01_2026,1,E0233,2026-01,26,3.0
A_E0233_01_2027,1,E0233,2027-01,26,3.0
A_E0234_01_2026,1,E0234,2026-01,23,5.7
A_E0234_01_2027,1,E0234,2027-01,23,5.7
A_E0235_01_2026,1,E0235,2026-01,21,8.0
A_E0235_01_2027,1,E0235,2027-01,21,8.0
A_E0236_01_2026,1,E0236,2026-01,21,1.2
A_E0236_01_2027,1,E0236,2027-01,21,1.2
A_E0237_01_2026,1,E0237,2026-01,24,8.3
A_E0237_01_2027,1,E0237,2027-01,24,8.3
A_E0238_01_2026,1,E0238,2026-01,21,2.2
A_E0238_01_2027,1,E0238,2027-01,21,2.2
A_E0239_01_2026,1,E0239,2026-01,25,4.6
A_E0239_01_2027,1,E0239,2027-01,25,4.6
A_E0240_01_2026,1,E0240,2026-01,21,4.3
A_E0240_01_2027,1,E0240,2027-01,21,4.3
A_E0241_01_2026,1,E0241,2026-01,22,10.8
A_E0241_01_2027,1,E0241,2027-01,22,10.8
A_E0242_01_2026,1,E0242,2026-01,26,7.0
A_E0242_01_2027,1,E0242,2027-01,26,7.0
A_E0243_01_2026,1,E0243,2026-01,26,3.7
A_E0243_01_2027,1,E0243,2027-01,26,3.7
A_E0244_01_2026,1,E0244,2026-01,26,2.8
A_E0244_01_2027,1,E0244,2027-01,26,2.8
A_E0245_01_2026,1,E0245,2026-01,22,6.8
A_E0245_01_2027,1,E0245,2027-01,22,6.8
A_E0246_01_2026,1,E0246,2026-01,22,1.7
A_E0246_01_2027,1,E0246,2027-01,22,1.7
A_E0247_01_2026,1,E0247,2026-01,26,2.1
A_E0247_01_2027,1,E0247,2027-01,26,2.1
A_E0248_01_2026,1,E0248,2026-01,23,9.0
A_E0248_01_2027,1,E0248,2027-01,23,9.0
A_E0249_01_2026,1,E0249,2026-01,24,8.0
A_E0249_01_2027,1,E0249,2027-01,24,8.0
