id,version,employeeId,netSalary,status
PR_E0181_01_2023,5,E0181,4862019.23,PROCESSED
PR_E0182_01_2023,5,E0182,7126923.08,PROCESSED
PR_E0183_01_2023,5,E0183,5542788.46,PROCESSED
PR_E0184_01_2023,5,E0184,9802884.62,PROCESSED
PR_E0185_01_2023,5,E0185,6572596.15,PROCESSED
PR_E0186_01_2023,5,E0186,5845673.08,PROCESSED
PR_E0187_01_2023,5,E0187,5676923.08,PROCESSED
PR_E0188_01_2023,5,E0188,6215865.38,PROCESSED
PR_E0189_01_2023,5,E0189,8860576.92,PROCESSED
PR_E0190_01_2023,5,E0190,1.058653846E7,PROCESSED
PR_E0191_01_2023,5,E0191,3.508269231E7,PROCESSED
PR_E0192_01_2023,5,E0192,7454326.92,PROCESSED
PR_E0193_01_2023,5,E0193,5196634.62,PROCESSED
PR_E0194_01_2023,5,E0194,1.667596154E7,PROCESSED
PR_E0195_01_2023,5,E0195,6080769.23,PROCESSED
PR_E0196_01_2023,5,E0196,4919711.54,PROCESSED
PR_E0197_01_2023,5,E0197,7598076.92,PROCESSED
PR_E0198_01_2023,5,E0198,6548076.92,PROCESSED
PR_E0199_01_2023,5,E0199,5824038.46,PROCESSED
PR_E0200_01_2023,5,E0200,2.869615385E7,PROCESSED
PR_E0201_01_2023,5,E0201,3.559326923E7,PROCESSED
PR_E0202_01_2023,5,E0202,6925961.54,PROCESSED
PR_E0203_01_2023,5,E0203,7028846.15,PROCESSED
PR_E0204_01_2023,5,E0204,4957211.54,PROCESSED
PR_E0205_01_2023,5,E0205,3.068653846E7,PROCESSED
PR_E0206_01_2023,5,E0206,4.257692308E7,PROCESSED
PR_E0207_01_2023,5,E0207,2.910504808E7,PROCESSED
PR_E0208_01_2023,5,E0208,4.068389423E7,PROCESSED
PR_E0209_01_2023,5,E0209,4.3453125E7,PROCESSED
PR_E0210_01_2023,5,E0210,2.560456731E7,PROCESSED
PR_E0211_01_2023,5,E0211,6321875.0,PROCESSED
PR_E0212_01_2023,5,E0212,2.457908654E7,PROCESSED
PR_E0213_01_2023,5,E0213,6592307.69,PROCESSED
PR_E0214_01_2023,5,E0214,6084615.38,PROCESSED
PR_E0215_01_2023,5,E0215,3.793629808E7,PROCESSED
PR_E0216_01_2023,5,E0216,2.810769231E7,PROCESSED
PR_E0217_01_2023,5,E0217,6437019.23,PROCESSED
PR_E0218_01_2023,5,E0218,6234615.38,PROCESSED
PR_E0219_01_2023,5,E0219,7932692.31,PROCESSED
PR_E0220_01_2023,5,E0220,3.497884615E7,PROCESSED
PR_E0221_01_2023,5,E0221,7376923.08,PROCESSED
PR_E0222_01_2023,5,E0222,2.366394231E7,PROCESSED
PR_E0223_01_2023,5,E0223,2.150913462E7,PROCESSED
PR_E0224_01_2023,5,E0224,6491826.92,PROCESSED
PR_E0225_01_2023,5,E0225,1.551201923E7,PROCESSED
PR_E0226_01_2023,5,E0226,4.901971154E7,PROCESSED
PR_E0227_01_2023,5,E0227,8545673.08,PROCESSED
PR_E0228_01_2023,5,E0228,2.675985577E7,PROCESSED
PR_E0229_01_2023,5,E0229,3.387980769E7,PROCESSED
PR_E0230_01_2023,5,E0230,1.542548077E7,PROCESSED
PR_E0231_01_2023,5,E0231,7132692.31,PROCESSED
PR_E0232_01_2023,5,E0232,9656250.0,PROCESSED
PR_E0233_01_2023,5,E0233,4.642355769E7,PROCESSED
PR_E0234_01_2023,5,E0234,3.332596154E7,PROCESSED
PR_E0235_01_2023,5,E0235,8653846.15,PROCESSED
PR_E0236_01_2023,5,E0236,8163461.54,PROCESSED
PR_E0237_01_2023,5,E0237,5897596.15,PROCESSED
PR_E0238_01_2023,5,E0238,2.223605769E7,PROCESSED
PR_E0239_01_2023,5,E0239,4.476201923E7,PROCESSED
PR_E0240_01_2023,5,E0240,8387019.23,PROCESSED
PR_E0241_01_2023,5,E0241,3.326538462E7,PROCESSED
PR_E0242_01_2023,5,E0242,9904326.92,PROCESSED
PR_E0243_01_2023,5,E0243,3.741057692E7,PROCESSED
PR_E0244_01_2023,5,E0244,8161538.46,PROCESSED
PR_E0245_01_2023,5,E0245,7161538.46,PROCESSED
PR_E0246_01_2023,5,E0246,6008894.23,PROCESSED
PR_E0247_01_2023,5,E0247,7106009.62,PROCESSED
PR_E0248_01_2023,5,E0248,6646634.62,PROCESSED
PR_E0249_01_2023,5,E0249,6865384.62,PROCESSED
PR_E0250_01_2023,5,E0250,7116105.77,PROCESSED
PR_E0251_01_2023,5,E0251,8040384.62,PROCESSED
PR_E0252_01_2023,5,E0252,2.908557692E7,PROCESSED
PR_E0253_01_2023,5,E0253,7217067.31,PROCESSED
PR_E0254_01_2023,5,E0254,1.057211538E7,PROCESSED
PR_E0255_01_2023,5,E0255,2.309927885E7,PROCESSED
PR_E0256_01_2023,5,E0256,3.844903846E7,PROCESSED
PR_E0257_01_2023,5,E0257,6611298.08,PROCESSED
PR_E0258_01_2023,5,E0258,8420673.08,PROCESSED
PR_E0259_01_2023,5,E0259,7676923.08,PROCESSED
PR_E0260_01_2023,5,E0260,7457692.31,PROCESSED
PR_E0261_01_2023,5,E0261,4.081370192E7,PROCESSED
PR_E0262_01_2023,5,E0262,1.734230769E7,PROCESSED
PR_E0263_01_2023,5,E0263,7696153.85,PROCESSED
PR_E0264_01_2023,5,E0264,4.567716346E7,PROCESSED
PR_E0265_01_2023,5,E0265,5963942.31,PROCESSED
PR_E0266_01_2023,5,E0266,3.769615385E7,PROCESSED
PR_E0267_01_2023,5,E0267,5192307.69,PROCESSED
PR_E0268_01_2023,5,E0268,6321153.85,PROCESSED
PR_E0269_01_2023,5,E0269,7950000.0,PROCESSED
PR_E0270_01_2023,5,E0270,6425000.0,PROCESSED
PR_E0271_01_2023,5,E0271,1.485865385E7,PROCESSED
PR_E0272_01_2023,5,E0272,4.104086538E7,PROCESSED
PR_E0273_01_2023,5,E0273,7707692.31,PROCESSED
PR_E0274_01_2023,5,E0274,9110576.92,PROCESSED
PR_E0275_01_2023,5,E0275,4.521634615E7,PROCESSED
PR_E0276_01_2023,5,E0276,5385576.92,PROCESSED
PR_E0277_01_2023,5,E0277,6294230.77,PROCESSED
PR_E0278_01_2023,5,E0278,3.389711538E7,PROCESSED
PR_E0279_01_2023,5,E0279,9091346.15,PROCESSED
PR_E0280_01_2023,5,E0280,1.514855769E7,PROCESSED
PR_E0281_01_2023,5,E0281,7050480.77,PROCESSED
PR_E0282_01_2023,5,E0282,5916346.15,PROCESSED
PR_E0283_01_2023,5,E0283,5149038.46,PROCESSED
PR_E0284_01_2023,5,E0284,9867788.46,PROCESSED
PR_E0285_01_2023,5,E0285,9423076.92,PROCESSED
PR_E0286_01_2023,5,E0286,1.674086538E7,PROCESSED
PR_E0287_01_2023,5,E0287,4.807860577E7,PROCESSED
PR_E0288_01_2023,5,E0288,2.131442308E7,PROCESSED
PR_E0289_01_2023,5,E0289,7464423.08,PROCESSED
PR_E0290_01_2023,5,E0290,2.319014423E7,PROCESSED
PR_E0291_01_2023,5,E0291,4.324759615E7,PROCESSED
PR_E0292_01_2023,5,E0292,5084134.62,PROCESSED
PR_E0293_01_2023,5,E0293,5698557.69,PROCESSED
PR_E0294_01_2023,5,E0294,9576923.08,PROCESSED
PR_E0295_01_2023,5,E0295,5399759.62,PROCESSED
PR_E0296_01_2023,5,E0296,5942307.69,PROCESSED
PR_E0297_01_2023,5,E0297,2.319663462E7,PROCESSED
PR_E0298_01_2023,5,E0298,2.455961538E7,PROCESSED
PR_E0299_01_2023,5,E0299,4.781899038E7,PROCESSED
PR_E0300_01_2023,5,E0300,5562980.77,PROCESSED
PR_E0301_01_2023,5,E0301,3.645865385E7,PROCESSED
PR_E0302_01_2023,5,E0302,5838942.31,PROCESSED
PR_E0303_01_2023,5,E0303,4.10625E7,PROCESSED
PR_E0304_01_2023,5,E0304,8692307.69,PROCESSED
PR_E0305_01_2023,5,E0305,7521153.85,PROCESSED
PR_E0306_01_2023,5,E0306,8973557.69,PROCESSED
PR_E0307_01_2023,5,E0307,5701442.31,PROCESSED
PR_E0308_01_2023,5,E0308,6145673.08,PROCESSED
PR_E0309_01_2023,5,E0309,9901442.31,PROCESSED
PR_E0310_01_2023,5,E0310,8406250.0,PROCESSED
PR_E0311_01_2023,5,E0311,5847115.38,PROCESSED
PR_E0312_01_2023,5,E0312,3.795576923E7,PROCESSED
PR_E0313_01_2023,5,E0313,7033653.85,PROCESSED
PR_E0314_01_2023,5,E0314,6289903.85,PROCESSED
PR_E0315_01_2023,5,E0315,7955769.23,PROCESSED
PR_E0316_01_2023,5,E0316,1.704375E7,PROCESSED
PR_E0317_01_2023,5,E0317,8656250.0,PROCESSED
PR_E0318_01_2023,5,E0318,6779567.31,PROCESSED
PR_E0319_01_2023,5,E0319,2.203485577E7,PROCESSED
PR_E0320_01_2023,5,E0320,4954326.92,PROCESSED
PR_E0321_01_2023,5,E0321,2.783942308E7,PROCESSED
PR_E0322_01_2023,5,E0322,1.002115385E7,PROCESSED
PR_E0323_01_2023,5,E0323,5763221.15,PROCESSED
PR_E0324_01_2023,5,E0324,7417307.69,PROCESSED
PR_E0325_01_2023,5,E0325,7092307.69,PROCESSED
PR_E0326_01_2023,5,E0326,4.482692308E7,PROCESSED
PR_E0327_01_2023,5,E0327,5968269.23,PROCESSED
PR_E0328_01_2023,5,E0328,2.147019231E7,PROCESSED
PR_E0329_01_2023,5,E0329,2.359903846E7,PROCESSED
PR_E0330_01_2023,5,E0330,6374038.46,PROCESSED
PR_E0331_01_2023,5,E0331,1.549903846E7,PROCESSED
PR_E0332_01_2023,5,E0332,5397115.38,PROCESSED
PR_E0333_01_2023,5,E0333,5566346.15,PROCESSED
PR_E0334_01_2023,5,E0334,1.685769231E7,PROCESSED
PR_E0335_01_2023,5,E0335,2.525408654E7,PROCESSED
PR_E0336_01_2023,5,E0336,8484615.38,PROCESSED
PR_E0337_01_2023,5,E0337,2.655865385E7,PROCESSED
PR_E0338_01_2023,5,E0338,2.407932692E7,PROCESSED
PR_E0339_01_2023,5,E0339,9956250.0,PROCESSED
PR_E0340_01_2023,5,E0340,8555288.46,PROCESSED
PR_E0341_01_2023,5,E0341,2.818557692E7,PROCESSED
PR_E0342_01_2023,5,E0342,6315384.62,PROCESSED
PR_E0343_01_2023,5,E0343,7696153.85,PROCESSED
PR_E0344_01_2023,5,E0344,5032211.54,PROCESSED
PR_E0345_01_2023,5,E0345,9649038.46,PROCESSED
PR_E0346_01_2023,5,E0346,5353846.15,PROCESSED
PR_E0347_01_2023,5,E0347,8185096.15,PROCESSED
PR_E0348_01_2023,5,E0348,1.059375E7,PROCESSED
PR_E0349_01_2023,5,E0349,3.949399038E7,PROCESSED
PR_E0350_01_2023,5,E0350,4875000.0,PROCESSED
PR_E0351_01_2023,5,E0351,7534615.38,PROCESSED
PR_E0352_01_2023,5,E0352,2.753870192E7,PROCESSED
PR_E0353_01_2023,5,E0353,6946153.85,PROCESSED
PR_E0354_01_2023,5,E0354,5519711.54,PROCESSED
PR_E0355_01_2023,5,E0355,4.238221154E7,PROCESSED
PR_E0356_01_2023,5,E0356,7950000.0,PROCESSED
PR_E0357_01_2023,5,E0357,5564423.08,PROCESSED
PR_E0358_01_2023,5,E0358,2.995961538E7,PROCESSED
PR_E0359_01_2023,5,E0359,7671153.85,PROCESSED
PR_E0360_01_2023,5,E0360,5084134.62,PROCESSED
PR_E0361_01_2023,5,E0361,7106009.62,PROCESSED
PR_E0362_01_2023,5,E0362,2.250216346E7,PROCESSED
PR_E0363_01_2023,5,E0363,6587740.38,PROCESSED
PR_E0364_01_2023,5,E0364,5450240.38,PROCESSED
PR_E0365_01_2023,5,E0365,6303365.38,PROCESSED
PR_E0366_01_2023,5,E0366,7598076.92,PROCESSED
PR_E0367_01_2023,5,E0367,5672355.77,PROCESSED
PR_E0368_01_2023,5,E0368,3.027115385E7,PROCESSED
PR_E0369_01_2023,5,E0369,7615384.62,PROCESSED
PR_E0370_01_2023,5,E0370,6875480.77,PROCESSED
PR_E0371_01_2023,5,E0371,5548557.69,PROCESSED
PR_E0372_01_2023,5,E0372,2.893846154E7,PROCESSED
PR_E0373_01_2023,5,E0373,9112980.77,PROCESSED
PR_E0374_01_2023,5,E0374,3.045288462E7,PROCESSED
PR_E0375_01_2023,5,E0375,5697596.15,PROCESSED
PR_E0376_01_2023,5,E0376,7032692.31,PROCESSED
PR_E0377_01_2023,5,E0377,4885096.15,PROCESSED
PR_E0378_01_2023,5,E0378,7503846.15,PROCESSED
PR_E0379_01_2023,5,E0379,6150240.38,PROCESSED
PR_E0380_01_2023,5,E0380,7323076.92,PROCESSED
PR_E0381_01_2023,5,E0381,7534615.38,PROCESSED
PR_E0382_01_2023,5,E0382,5994230.77,PROCESSED
PR_E0383_01_2023,5,E0383,7213461.54,PROCESSED
PR_E0384_01_2023,5,E0384,2.925E7,PROCESSED
PR_E0385_01_2023,5,E0385,1.621730769E7,PROCESSED
PR_E0386_01_2023,5,E0386,3.188942308E7,PROCESSED
PR_E0387_01_2023,5,E0387,6729086.54,PROCESSED
PR_E0388_01_2023,5,E0388,8692307.69,PROCESSED
PR_E0389_01_2023,5,E0389,2.79E7,PROCESSED
PR_E0390_01_2023,5,E0390,8513461.54,PROCESSED
PR_E0391_01_2023,5,E0391,6389423.08,PROCESSED
PR_E0392_01_2023,5,E0392,7753846.15,PROCESSED
PR_E0393_01_2023,5,E0393,9962740.38,PROCESSED
PR_E0394_01_2023,5,E0394,8293269.23,PROCESSED
PR_E0395_01_2023,5,E0395,6047596.15,PROCESSED
PR_E0396_01_2023,5,E0396,6288221.15,PROCESSED
PR_E0397_01_2023,5,E0397,4.178725962E7,PROCESSED
PR_E0398_01_2023,5,E0398,4.025120192E7,PROCESSED
PR_E0399_01_2023,5,E0399,7281009.62,PROCESSED
PR_E0400_01_2023,5,E0400,4.330168269E7,PROCESSED
PR_E0401_01_2023,5,E0401,1.697451923E7,PROCESSED
PR_E0402_01_2023,5,E0402,2.232692308E7,PROCESSED
PR_E0403_01_2023,5,E0403,6155769.23,PROCESSED
PR_E0404_01_2023,5,E0404,9204326.92,PROCESSED
PR_E0405_01_2023,5,E0405,5910576.92,PROCESSED
PR_E0406_01_2023,5,E0406,7790384.62,PROCESSED
PR_E0407_01_2023,5,E0407,6781250.0,PROCESSED
PR_E0408_01_2023,5,E0408,2.828725962E7,PROCESSED
PR_E0409_01_2023,5,E0409,1.524807692E7,PROCESSED
PR_E0410_01_2023,5,E0410,6836778.85,PROCESSED
PR_E0411_01_2023,5,E0411,1.776201923E7,PROCESSED
PR_E0412_01_2023,5,E0412,3.215769231E7,PROCESSED
PR_E0413_01_2023,5,E0413,4948557.69,PROCESSED
PR_E0414_01_2023,5,E0414,5226923.08,PROCESSED
PR_E0415_01_2023,5,E0415,5715865.38,PROCESSED
PR_E0416_01_2023,5,E0416,3.903966346E7,PROCESSED
PR_E0417_01_2023,5,E0417,5663942.31,PROCESSED
PR_E0418_01_2023,5,E0418,7169951.92,PROCESSED
PR_E0419_01_2023,5,E0419,6959615.38,PROCESSED
PR_E0420_01_2023,5,E0420,3.843389423E7,PROCESSED
PR_E0421_01_2023,5,E0421,6692307.69,PROCESSED
PR_E0422_01_2023,5,E0422,2.795192308E7,PROCESSED
PR_E0423_01_2023,5,E0423,8406250.0,PROCESSED
PR_E0424_01_2023,5,E0424,5424519.23,PROCESSED
PR_E0425_01_2023,5,E0425,7505769.23,PROCESSED
PR_E0426_01_2023,5,E0426,5071153.85,PROCESSED
PR_E0427_01_2023,5,E0427,5936538.46,PROCESSED
PR_E0428_01_2023,5,E0428,6739182.69,PROCESSED
PR_E0429_01_2023,5,E0429,2.373533654E7,PROCESSED
PR_E0430_01_2023,5,E0430,7430769.23,PROCESSED
PR_E0431_01_2023,5,E0431,2.352764423E7,PROCESSED
PR_E0432_01_2023,5,E0432,7200240.38,PROCESSED
PR_E0433_01_2023,5,E0433,5097115.38,PROCESSED
PR_E0434_01_2023,5,E0434,5414423.08,PROCESSED
PR_E0435_01_2023,5,E0435,7946153.85,PROCESSED
PR_E0436_01_2023,5,E0436,1.880048077E7,PROCESSED
PR_E0437_01_2023,5,E0437,4.495673077E7,PROCESSED
PR_E0438_01_2023,5,E0438,1.468125E7,PROCESSED
PR_E0439_01_2023,5,E0439,4.015384615E7,PROCESSED
