balanceId,employeeId,leaveType,totalLeaveDays,usedLeaveDays,remainingLeaveDays,version
LB_E0044_PAID_LEAVE,E0044,PAID_LEAVE,18,0,18,0
LB_E0045_PAID_LEAVE,E0045,PAID_LEAVE,18,0,18,0
LB_E0046_PAID_LEAVE,E0046,PAID_LEAVE,18,0,18,0
LB_E0047_PAID_LEAVE,E0047,PAID_LEAVE,18,0,18,0
LB_E0048_PAID_LEAVE,E0048,PAID_LEAVE,18,0,18,0
LB_E0049_PAID_LEAVE,E0049,PAID_LEAVE,18,0,18,0
LB_E0050_PAID_LEAVE,E0050,PAID_LEAVE,18,0,18,0
LB_E0051_PAID_LEAVE,E0051,PAID_LEAVE,18,0,18,0
LB_E0052_PAID_LEAVE,E0052,PAID_LEAVE,18,0,18,0
LB_E0053_PAID_LEAVE,E0053,PAID_LEAVE,18,0,18,0
LB_E0054_PAID_LEAVE,E0054,PAID_LEAVE,18,0,18,0
LB_E0055_PAID_LEAVE,E0055,PAID_LEAVE,18,0,18,0
LB_E0056_PAID_LEAVE,E0056,PAID_LEAVE,18,0,18,0
LB_E0057_PAID_LEAVE,E0057,PAID_LEAVE,18,0,18,0
LB_E0058_PAID_LEAVE,E0058,PAID_LEAVE,18,0,18,0
LB_E0059_PAID_LEAVE,E0059,PAID_LEAVE,18,0,18,0
LB_E0060_PAID_LEAVE,E0060,PAID_LEAVE,18,0,18,0
LB_E0061_PAID_LEAVE,E0061,PAID_LEAVE,18,0,18,0
LB_E0062_PAID_LEAVE,E0062,PAID_LEAVE,18,0,18,0
LB_E0063_PAID_LEAVE,E0063,PAID_LEAVE,18,0,18,0
LB_E0064_PAID_LEAVE,E0064,PAID_LEAVE,18,0,18,0
LB_E0065_PAID_LEAVE,E0065,PAID_LEAVE,18,0,18,0
LB_E0066_PAID_LEAVE,E0066,PAID_LEAVE,18,0,18,0
LB_E0067_PAID_LEAVE,E0067,PAID_LEAVE,18,0,18,0
LB_E0068_PAID_LEAVE,E0068,PAID_LEAVE,18,0,18,0
LB_E0069_PAID_LEAVE,E0069,PAID_LEAVE,18,0,18,0
LB_E0070_PAID_LEAVE,E0070,PAID_LEAVE,18,0,18,0
LB_E0071_PAID_LEAVE,E0071,PAID_LEAVE,18,0,18,0
LB_E0072_PAID_LEAVE,E0072,PAID_LEAVE,18,0,18,0
LB_E0073_PAID_LEAVE,E0073,PAID_LEAVE,18,0,18,0
LB_E0074_PAID_LEAVE,E0074,PAID_LEAVE,18,0,18,0
LB_E0075_PAID_LEAVE,E0075,PAID_LEAVE,18,0,18,0
LB_E0076_PAID_LEAVE,E0076,PAID_LEAVE,18,0,18,0
LB_E0077_PAID_LEAVE,E0077,PAID_LEAVE,18,0,18,0
LB_E0078_PAID_LEAVE,E0078,PAID_LEAVE,18,0,18,0
LB_E0079_PAID_LEAVE,E0079,PAID_LEAVE,18,0,18,0
LB_E0080_PAID_LEAVE,E0080,PAID_LEAVE,18,0,18,0
LB_E0081_PAID_LEAVE,E0081,PAID_LEAVE,18,0,18,0
LB_E0082_PAID_LEAVE,E0082,PAID_LEAVE,18,0,18,0
LB_E0083_PAID_LEAVE,E0083,PAID_LEAVE,18,0,18,0
LB_E0084_PAID_LEAVE,E0084,PAID_LEAVE,18,0,18,0
LB_E0085_PAID_LEAVE,E0085,PAID_LEAVE,18,0,18,0
LB_E0086_PAID_LEAVE,E0086,PAID_LEAVE,18,0,18,0
LB_E0087_PAID_LEAVE,E0087,PAID_LEAVE,18,0,18,0
LB_E0088_PAID_LEAVE,E0088,PAID_LEAVE,18,0,18,0
LB_E0089_PAID_LEAVE,E0089,PAID_LEAVE,18,0,18,0
LB_E0090_PAID_LEAVE,E0090,PAID_LEAVE,18,0,18,0
LB_E0091_PAID_LEAVE,E0091,PAID_LEAVE,18,0,18,0
LB_E0092_PAID_LEAVE,E0092,PAID_LEAVE,18,0,18,0
LB_E0093_PAID_LEAVE,E0093,PAID_LEAVE,18,0,18,0
LB_E0094_PAID_LEAVE,E0094,PAID_LEAVE,18,0,18,0
LB_E0095_PAID_LEAVE,E0095,PAID_LEAVE,18,0,18,0
LB_E0096_PAID_LEAVE,E0096,PAID_LEAVE,18,0,18,0
LB_E0097_PAID_LEAVE,E0097,PAID_LEAVE,18,0,18,0
LB_E0098_PAID_LEAVE,E0098,PAID_LEAVE,18,0,18,0
LB_E0099_PAID_LEAVE,E0099,PAID_LEAVE,18,0,18,0
LB_E0100_PAID_LEAVE,E0100,PAID_LEAVE,18,0,18,0
LB_E0101_PAID_LEAVE,E0101,PAID_LEAVE,18,0,18,0
LB_E0102_PAID_LEAVE,E0102,PAID_LEAVE,18,0,18,0
LB_E0103_PAID_LEAVE,E0103,PAID_LEAVE,18,0,18,0
LB_E0104_PAID_LEAVE,E0104,PAID_LEAVE,18,0,18,0
LB_E0105_PAID_LEAVE,E0105,PAID_LEAVE,18,0,18,0
LB_E0106_PAID_LEAVE,E0106,PAID_LEAVE,18,0,18,0
LB_E0107_PAID_LEAVE,E0107,PAID_LEAVE,18,0,18,0
LB_E0108_PAID_LEAVE,E0108,PAID_LEAVE,18,0,18,0
LB_E0109_PAID_LEAVE,E0109,PAID_LEAVE,18,0,18,0
LB_E0110_PAID_LEAVE,E0110,PAID_LEAVE,18,0,18,0
LB_E0111_PAID_LEAVE,E0111,PAID_LEAVE,18,0,18,0
LB_E0112_PAID_LEAVE,E0112,PAID_LEAVE,18,0,18,0
LB_E0113_PAID_LEAVE,E0113,PAID_LEAVE,18,0,18,0
LB_E0114_PAID_LEAVE,E0114,PAID_LEAVE,18,0,18,0
LB_E0115_PAID_LEAVE,E0115,PAID_LEAVE,18,0,18,0
LB_E0116_PAID_LEAVE,E0116,PAID_LEAVE,18,0,18,0
LB_E0117_PAID_LEAVE,E0117,PAID_LEAVE,18,0,18,0
LB_E0118_PAID_LEAVE,E0118,PAID_LEAVE,18,0,18,0
LB_E0119_PAID_LEAVE,E0119,PAID_LEAVE,18,0,18,0
LB_E0120_PAID_LEAVE,E0120,PAID_LEAVE,18,0,18,0
LB_E0121_PAID_LEAVE,E0121,PAID_LEAVE,18,0,18,0
LB_E0122_PAID_LEAVE,E0122,PAID_LEAVE,18,0,18,0
LB_E0123_PAID_LEAVE,E0123,PAID_LEAVE,18,0,18,0
LB_E0124_PAID_LEAVE,E0124,PAID_LEAVE,18,0,18,0
LB_E0125_PAID_LEAVE,E0125,PAID_LEAVE,18,0,18,0
LB_E0126_PAID_LEAVE,E0126,PAID_LEAVE,18,0,18,0
LB_E0127_PAID_LEAVE,E0127,PAID_LEAVE,18,0,18,0
LB_E0128_PAID_LEAVE,E0128,PAID_LEAVE,18,0,18,0
LB_E0129_PAID_LEAVE,E0129,PAID_LEAVE,18,0,18,0
LB_E0130_PAID_LEAVE,E0130,PAID_LEAVE,18,0,18,0
LB_E0131_PAID_LEAVE,E0131,PAID_LEAVE,18,0,18,0
LB_E0132_PAID_LEAVE,E0132,PAID_LEAVE,18,0,18,0
LB_E0133_PAID_LEAVE,E0133,PAID_LEAVE,18,0,18,0
LB_E0134_PAID_LEAVE,E0134,PAID_LEAVE,18,0,18,0
LB_E0135_PAID_LEAVE,E0135,PAID_LEAVE,18,0,18,0
LB_E0136_PAID_LEAVE,E0136,PAID_LEAVE,18,0,18,0
LB_E0137_PAID_LEAVE,E0137,PAID_LEAVE,18,0,18,0
LB_E0138_PAID_LEAVE,E0138,PAID_LEAVE,18,0,18,0
LB_E0139_PAID_LEAVE,E0139,PAID_LEAVE,18,0,18,0
LB_E0140_PAID_LEAVE,E0140,PAID_LEAVE,18,0,18,0
LB_E0141_PAID_LEAVE,E0141,PAID_LEAVE,18,0,18,0
LB_E0142_PAID_LEAVE,E0142,PAID_LEAVE,18,0,18,0
LB_E0143_PAID_LEAVE,E0143,PAID_LEAVE,18,0,18,0
LB_E0144_PAID_LEAVE,E0144,PAID_LEAVE,18,0,18,0
LB_E0145_PAID_LEAVE,E0145,PAID_LEAVE,18,0,18,0
LB_E0146_PAID_LEAVE,E0146,PAID_LEAVE,18,0,18,0
LB_E0147_PAID_LEAVE,E0147,PAID_LEAVE,18,0,18,0
LB_E0148_PAID_LEAVE,E0148,PAID_LEAVE,18,0,18,0
LB_E0149_PAID_LEAVE,E0149,PAID_LEAVE,18,0,18,0
LB_E0150_PAID_LEAVE,E0150,PAID_LEAVE,18,0,18,0
LB_E0151_PAID_LEAVE,E0151,PAID_LEAVE,18,0,18,0
LB_E0152_PAID_LEAVE,E0152,PAID_LEAVE,18,0,18,0
LB_E0153_PAID_LEAVE,E0153,PAID_LEAVE,18,0,18,0
LB_E0154_PAID_LEAVE,E0154,PAID_LEAVE,18,0,18,0
LB_E0155_PAID_LEAVE,E0155,PAID_LEAVE,18,0,18,0
LB_E0156_PAID_LEAVE,E0156,PAID_LEAVE,18,0,18,0
LB_E0157_PAID_LEAVE,E0157,PAID_LEAVE,18,0,18,0
LB_E0158_PAID_LEAVE,E0158,PAID_LEAVE,18,0,18,0
LB_E0159_PAID_LEAVE,E0159,PAID_LEAVE,18,0,18,0
LB_E0160_PAID_LEAVE,E0160,PAID_LEAVE,18,0,18,0
LB_E0161_PAID_LEAVE,E0161,PAID_LEAVE,18,0,18,0
LB_E0162_PAID_LEAVE,E0162,PAID_LEAVE,18,0,18,0
LB_E0163_PAID_LEAVE,E0163,PAID_LEAVE,18,0,18,0
LB_E0164_PAID_LEAVE,E0164,PAID_LEAVE,18,0,18,0
LB_E0165_PAID_LEAVE,E0165,PAID_LEAVE,18,0,18,0
LB_E0166_PAID_LEAVE,E0166,PAID_LEAVE,18,0,18,0
LB_E0167_PAID_LEAVE,E0167,PAID_LEAVE,18,0,18,0
LB_E0168_PAID_LEAVE,E0168,PAID_LEAVE,18,0,18,0
LB_E0169_PAID_LEAVE,E0169,PAID_LEAVE,18,0,18,0
LB_E0170_PAID_LEAVE,E0170,PAID_LEAVE,18,0,18,0
LB_E0171_PAID_LEAVE,E0171,PAID_LEAVE,18,0,18,0
LB_E0172_PAID_LEAVE,E0172,PAID_LEAVE,18,0,18,0
LB_E0173_PAID_LEAVE,E0173,PAID_LEAVE,18,0,18,0
LB_E0174_PAID_LEAVE,E0174,PAID_LEAVE,18,0,18,0
LB_E0175_PAID_LEAVE,E0175,PAID_LEAVE,18,0,18,0
LB_E0176_PAID_LEAVE,E0176,PAID_LEAVE,18,0,18,0
LB_E0177_PAID_LEAVE,E0177,PAID_LEAVE,18,0,18,0
LB_E0178_PAID_LEAVE,E0178,PAID_LEAVE,18,0,18,0
LB_E0179_PAID_LEAVE,E0179,PAID_LEAVE,18,0,18,0
LB_E0180_PAID_LEAVE,E0180,PAID_LEAVE,18,0,18,0
LB_E0181_PAID_LEAVE,E0181,PAID_LEAVE,18,0,18,0
LB_E0182_PAID_LEAVE,E0182,PAID_LEAVE,18,0,18,0
LB_E0183_PAID_LEAVE,E0183,PAID_LEAVE,18,0,18,0
LB_E0184_PAID_LEAVE,E0184,PAID_LEAVE,18,0,18,0
LB_E0185_PAID_LEAVE,E0185,PAID_LEAVE,18,0,18,0
LB_E0186_PAID_LEAVE,E0186,PAID_LEAVE,18,0,18,0
LB_E0187_PAID_LEAVE,E0187,PAID_LEAVE,18,0,18,0
LB_E0188_PAID_LEAVE,E0188,PAID_LEAVE,18,0,18,0
LB_E0189_PAID_LEAVE,E0189,PAID_LEAVE,18,0,18,0
LB_E0190_PAID_LEAVE,E0190,PAID_LEAVE,18,0,18,0
LB_E0191_PAID_LEAVE,E0191,PAID_LEAVE,18,0,18,0
LB_E0192_PAID_LEAVE,E0192,PAID_LEAVE,18,0,18,0
LB_E0193_PAID_LEAVE,E0193,PAID_LEAVE,18,0,18,0
LB_E0194_PAID_LEAVE,E0194,PAID_LEAVE,18,0,18,0
LB_E0195_PAID_LEAVE,E0195,PAID_LEAVE,18,0,18,0
LB_E0196_PAID_LEAVE,E0196,PAID_LEAVE,18,0,18,0
LB_E0197_PAID_LEAVE,E0197,PAID_LEAVE,18,0,18,0
LB_E0198_PAID_LEAVE,E0198,PAID_LEAVE,18,0,18,0
LB_E0199_PAID_LEAVE,E0199,PAID_LEAVE,18,0,18,0
LB_E0200_PAID_LEAVE,E0200,PAID_LEAVE,18,0,18,0
LB_E0201_PAID_LEAVE,E0201,PAID_LEAVE,18,0,18,0
LB_E0202_PAID_LEAVE,E0202,PAID_LEAVE,18,0,18,0
LB_E0203_PAID_LEAVE,E0203,PAID_LEAVE,18,0,18,0
LB_E0204_PAID_LEAVE,E0204,PAID_LEAVE,18,0,18,0
LB_E0205_PAID_LEAVE,E0205,PAID_LEAVE,18,0,18,0
LB_E0206_PAID_LEAVE,E0206,PAID_LEAVE,18,0,18,0
LB_E0207_PAID_LEAVE,E0207,PAID_LEAVE,18,0,18,0
LB_E0208_PAID_LEAVE,E0208,PAID_LEAVE,18,0,18,0
LB_E0209_PAID_LEAVE,E0209,PAID_LEAVE,18,0,18,0
LB_E0210_PAID_LEAVE,E0210,PAID_LEAVE,18,0,18,0
LB_E0211_PAID_LEAVE,E0211,PAID_LEAVE,18,0,18,0
LB_E0212_PAID_LEAVE,E0212,PAID_LEAVE,18,0,18,0
LB_E0213_PAID_LEAVE,E0213,PAID_LEAVE,18,0,18,0
LB_E0214_PAID_LEAVE,E0214,PAID_LEAVE,18,0,18,0
LB_E0215_PAID_LEAVE,E0215,PAID_LEAVE,18,0,18,0
LB_E0216_PAID_LEAVE,E0216,PAID_LEAVE,18,0,18,0
LB_E0217_PAID_LEAVE,E0217,PAID_LEAVE,18,0,18,0
LB_E0218_PAID_LEAVE,E0218,PAID_LEAVE,18,0,18,0
LB_E0219_PAID_LEAVE,E0219,PAID_LEAVE,18,0,18,0
LB_E0220_PAID_LEAVE,E0220,PAID_LEAVE,18,0,18,0
LB_E0221_PAID_LEAVE,E0221,PAID_LEAVE,18,0,18,0
LB_E0222_PAID_LEAVE,E0222,PAID_LEAVE,18,0,18,0
LB_E0223_PAID_LEAVE,E0223,PAID_LEAVE,18,0,18,0
LB_E0224_PAID_LEAVE,E0224,PAID_LEAVE,18,0,18,0
LB_E0225_PAID_LEAVE,E0225,PAID_LEAVE,18,0,18,0
LB_E0226_PAID_LEAVE,E0226,PAID_LEAVE,18,0,18,0
LB_E0227_PAID_LEAVE,E0227,PAID_LEAVE,18,0,18,0
LB_E0228_PAID_LEAVE,E0228,PAID_LEAVE,18,0,18,0
LB_E0229_PAID_LEAVE,E0229,PAID_LEAVE,18,0,18,0
LB_E0230_PAID_LEAVE,E0230,PAID_LEAVE,18,0,18,0
LB_E0231_PAID_LEAVE,E0231,PAID_LEAVE,18,0,18,0
LB_E0232_PAID_LEAVE,E0232,PAID_LEAVE,18,0,18,0
LB_E0233_PAID_LEAVE,E0233,PAID_LEAVE,18,0,18,0
LB_E0234_PAID_LEAVE,E0234,PAID_LEAVE,18,0,18,0
LB_E0235_PAID_LEAVE,E0235,PAID_LEAVE,18,0,18,0
LB_E0236_PAID_LEAVE,E0236,PAID_LEAVE,18,0,18,0
LB_E0237_PAID_LEAVE,E0237,PAID_LEAVE,18,0,18,0
LB_E0238_PAID_LEAVE,E0238,PAID_LEAVE,18,0,18,0
LB_E0239_PAID_LEAVE,E0239,PAID_LEAVE,18,0,18,0
LB_E0240_PAID_LEAVE,E0240,PAID_LEAVE,18,0,18,0
LB_E0241_PAID_LEAVE,E0241,PAID_LEAVE,18,0,18,0
LB_E0242_PAID_LEAVE,E0242,PAID_LEAVE,18,0,18,0
LB_E0243_PAID_LEAVE,E0243,PAID_LEAVE,18,0,18,0
LB_E0244_PAID_LEAVE,E0244,PAID_LEAVE,18,0,18,0
LB_E0245_PAID_LEAVE,E0245,PAID_LEAVE,18,0,18,0
LB_E0246_PAID_LEAVE,E0246,PAID_LEAVE,18,0,18,0
LB_E0247_PAID_LEAVE,E0247,PAID_LEAVE,18,0,18,0
LB_E0248_PAID_LEAVE,E0248,PAID_LEAVE,18,0,18,0
LB_E0249_PAID_LEAVE,E0249,PAID_LEAVE,18,0,18,0
LB_E0250_PAID_LEAVE,E0250,PAID_LEAVE,18,0,18,0
LB_E0251_PAID_LEAVE,E0251,PAID_LEAVE,18,0,18,0
LB_E0252_PAID_LEAVE,E0252,PAID_LEAVE,18,0,18,0
LB_E0253_PAID_LEAVE,E0253,PAID_LEAVE,18,0,18,0
LB_E0254_PAID_LEAVE,E0254,PAID_LEAVE,18,0,18,0
LB_E0255_PAID_LEAVE,E0255,PAID_LEAVE,18,0,18,0
LB_E0256_PAID_LEAVE,E0256,PAID_LEAVE,18,0,18,0
LB_E0257_PAID_LEAVE,E0257,PAID_LEAVE,18,0,18,0
LB_E0258_PAID_LEAVE,E0258,PAID_LEAVE,18,0,18,0
LB_E0259_PAID_LEAVE,E0259,PAID_LEAVE,18,0,18,0
LB_E0260_PAID_LEAVE,E0260,PAID_LEAVE,18,0,18,0
LB_E0261_PAID_LEAVE,E0261,PAID_LEAVE,18,0,18,0
LB_E0262_PAID_LEAVE,E0262,PAID_LEAVE,18,0,18,0
LB_E0263_PAID_LEAVE,E0263,PAID_LEAVE,18,0,18,0
LB_E0264_PAID_LEAVE,E0264,PAID_LEAVE,18,0,18,0
LB_E0265_PAID_LEAVE,E0265,PAID_LEAVE,18,0,18,0
LB_E0266_PAID_LEAVE,E0266,PAID_LEAVE,18,0,18,0
LB_E0267_PAID_LEAVE,E0267,PAID_LEAVE,18,0,18,0
LB_E0268_PAID_LEAVE,E0268,PAID_LEAVE,18,0,18,0
LB_E0269_PAID_LEAVE,E0269,PAID_LEAVE,18,0,18,0
LB_E0270_PAID_LEAVE,E0270,PAID_LEAVE,18,0,18,0
LB_E0271_PAID_LEAVE,E0271,PAID_LEAVE,18,0,18,0
LB_E0272_PAID_LEAVE,E0272,PAID_LEAVE,18,0,18,0
LB_E0273_PAID_LEAVE,E0273,PAID_LEAVE,18,0,18,0
LB_E0274_PAID_LEAVE,E0274,PAID_LEAVE,18,0,18,0
LB_E0275_PAID_LEAVE,E0275,PAID_LEAVE,18,0,18,0
LB_E0276_PAID_LEAVE,E0276,PAID_LEAVE,18,0,18,0
LB_E0277_PAID_LEAVE,E0277,PAID_LEAVE,18,0,18,0
LB_E0278_PAID_LEAVE,E0278,PAID_LEAVE,18,0,18,0
LB_E0279_PAID_LEAVE,E0279,PAID_LEAVE,18,0,18,0
LB_E0280_PAID_LEAVE,E0280,PAID_LEAVE,18,0,18,0
LB_E0281_PAID_LEAVE,E0281,PAID_LEAVE,18,0,18,0
LB_E0282_PAID_LEAVE,E0282,PAID_LEAVE,18,0,18,0
LB_E0283_PAID_LEAVE,E0283,PAID_LEAVE,18,0,18,0
LB_E0284_PAID_LEAVE,E0284,PAID_LEAVE,18,0,18,0
LB_E0285_PAID_LEAVE,E0285,PAID_LEAVE,18,0,18,0
LB_E0286_PAID_LEAVE,E0286,PAID_LEAVE,18,0,18,0
LB_E0287_PAID_LEAVE,E0287,PAID_LEAVE,18,0,18,0
LB_E0288_PAID_LEAVE,E0288,PAID_LEAVE,18,0,18,0
LB_E0289_PAID_LEAVE,E0289,PAID_LEAVE,18,0,18,0
LB_E0290_PAID_LEAVE,E0290,PAID_LEAVE,18,0,18,0
LB_E0291_PAID_LEAVE,E0291,PAID_LEAVE,18,0,18,0
LB_E0292_PAID_LEAVE,E0292,PAID_LEAVE,18,0,18,0
LB_E0293_PAID_LEAVE,E0293,PAID_LEAVE,18,0,18,0
LB_E0294_PAID_LEAVE,E0294,PAID_LEAVE,18,0,18,0
LB_E0295_PAID_LEAVE,E0295,PAID_LEAVE,18,0,18,0
LB_E0296_PAID_LEAVE,E0296,PAID_LEAVE,18,0,18,0
LB_E0297_PAID_LEAVE,E0297,PAID_LEAVE,18,0,18,0
LB_E0298_PAID_LEAVE,E0298,PAID_LEAVE,18,0,18,0
LB_E0299_PAID_LEAVE,E0299,PAID_LEAVE,18,0,18,0
LB_E0300_PAID_LEAVE,E0300,PAID_LEAVE,18,0,18,0
LB_E0301_PAID_LEAVE,E0301,PAID_LEAVE,18,0,18,0
LB_E0302_PAID_LEAVE,E0302,PAID_LEAVE,18,0,18,0
LB_E0303_PAID_LEAVE,E0303,PAID_LEAVE,18,0,18,0
LB_E0304_PAID_LEAVE,E0304,PAID_LEAVE,18,0,18,0
LB_E0305_PAID_LEAVE,E0305,PAID_LEAVE,18,0,18,0
LB_E0306_PAID_LEAVE,E0306,PAID_LEAVE,18,0,18,0
LB_E0307_PAID_LEAVE,E0307,PAID_LEAVE,18,0,18,0
LB_E0308_PAID_LEAVE,E0308,PAID_LEAVE,18,0,18,0
LB_E0309_PAID_LEAVE,E0309,PAID_LEAVE,18,0,18,0
LB_E0310_PAID_LEAVE,E0310,PAID_LEAVE,18,0,18,0
LB_E0311_PAID_LEAVE,E0311,PAID_LEAVE,18,0,18,0
LB_E0312_PAID_LEAVE,E0312,PAID_LEAVE,18,0,18,0
LB_E0313_PAID_LEAVE,E0313,PAID_LEAVE,18,0,18,0
LB_E0314_PAID_LEAVE,E0314,PAID_LEAVE,18,0,18,0
LB_E0315_PAID_LEAVE,E0315,PAID_LEAVE,18,0,18,0
LB_E0316_PAID_LEAVE,E0316,PAID_LEAVE,18,0,18,0
LB_E0317_PAID_LEAVE,E0317,PAID_LEAVE,18,0,18,0
LB_E0318_PAID_LEAVE,E0318,PAID_LEAVE,18,0,18,0
LB_E0319_PAID_LEAVE,E0319,PAID_LEAVE,18,0,18,0
LB_E0320_PAID_LEAVE,E0320,PAID_LEAVE,18,0,18,0
LB_E0321_PAID_LEAVE,E0321,PAID_LEAVE,18,0,18,0
LB_E0322_PAID_LEAVE,E0322,PAID_LEAVE,18,0,18,0
LB_E0323_PAID_LEAVE,E0323,PAID_LEAVE,18,0,18,0
LB_E0324_PAID_LEAVE,E0324,PAID_LEAVE,18,0,18,0
LB_E0325_PAID_LEAVE,E0325,PAID_LEAVE,18,0,18,0
LB_E0326_PAID_LEAVE,E0326,PAID_LEAVE,18,0,18,0
LB_E0327_PAID_LEAVE,E0327,PAID_LEAVE,18,0,18,0
LB_E0328_PAID_LEAVE,E0328,PAID_LEAVE,18,0,18,0
LB_E0329_PAID_LEAVE,E0329,PAID_LEAVE,18,0,18,0
LB_E0330_PAID_LEAVE,E0330,PAID_LEAVE,18,0,18,0
LB_E0331_PAID_LEAVE,E0331,PAID_LEAVE,18,0,18,0
LB_E0332_PAID_LEAVE,E0332,PAID_LEAVE,18,0,18,0
LB_E0333_PAID_LEAVE,E0333,PAID_LEAVE,18,0,18,0
LB_E0334_PAID_LEAVE,E0334,PAID_LEAVE,18,0,18,0
LB_E0335_PAID_LEAVE,E0335,PAID_LEAVE,18,0,18,0
LB_E0336_PAID_LEAVE,E0336,PAID_LEAVE,18,0,18,0
LB_E0337_PAID_LEAVE,E0337,PAID_LEAVE,18,0,18,0
LB_E0338_PAID_LEAVE,E0338,PAID_LEAVE,18,0,18,0
LB_E0339_PAID_LEAVE,E0339,PAID_LEAVE,18,0,18,0
LB_E0340_PAID_LEAVE,E0340,PAID_LEAVE,18,0,18,0
LB_E0341_PAID_LEAVE,E0341,PAID_LEAVE,18,0,18,0
LB_E0342_PAID_LEAVE,E0342,PAID_LEAVE,18,0,18,0
LB_E0343_PAID_LEAVE,E0343,PAID_LEAVE,18,0,18,0
LB_E0344_PAID_LEAVE,E0344,PAID_LEAVE,18,0,18,0
LB_E0345_PAID_LEAVE,E0345,PAID_LEAVE,18,0,18,0
LB_E0346_PAID_LEAVE,E0346,PAID_LEAVE,18,0,18,0
LB_E0347_PAID_LEAVE,E0347,PAID_LEAVE,18,0,18,0
LB_E0348_PAID_LEAVE,E0348,PAID_LEAVE,18,0,18,0
LB_E0349_PAID_LEAVE,E0349,PAID_LEAVE,18,0,18,0
LB_E0350_PAID_LEAVE,E0350,PAID_LEAVE,18,0,18,0
LB_E0351_PAID_LEAVE,E0351,PAID_LEAVE,18,0,18,0
LB_E0352_PAID_LEAVE,E0352,PAID_LEAVE,18,0,18,0
LB_E0353_PAID_LEAVE,E0353,PAID_LEAVE,18,0,18,0
LB_E0354_PAID_LEAVE,E0354,PAID_LEAVE,18,0,18,0
LB_E0355_PAID_LEAVE,E0355,PAID_LEAVE,18,0,18,0
LB_E0356_PAID_LEAVE,E0356,PAID_LEAVE,18,0,18,0
